sample,island,stratum,date,time,date_time,category,taxon,genus,sp,stage,count,indiv_per_ml
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,1,1.68E-05
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CLADOCERA,Chydorus,Chydorus,NA,not_spec,1,1.68E-05
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CLADOCERA,Daphnia,Daphnia,NA,not_spec,8,0.000134025
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CLADOCERA,Graptoleberis,Graptoleberis,NA,not_spec,1,1.68E-05
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CLADOCERA,Bosmina,Bosmina,NA,not_spec,106,0.001713821
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,19,0.000307194
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CLADOCERA,Daphnia,Daphnia,NA,not_spec,8,0.000129345
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CLADOCERA,Diaphanosoma,Diaphanosoma,NA,not_spec,1,1.62E-05
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CLADOCERA,Graptoleberis,Graptoleberis,NA,not_spec,1,1.62E-05
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CYCLOPOIDS,Microcyclops rubellus,Microcyclops,rubellus,not_spec,3,4.91E-05
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CLADOCERA,Alona,Alona,NA,not_spec,2,3.28E-05
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CLADOCERA,Bosmina,Bosmina,NA,not_spec,59,0.000966471
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,7,0.000114666
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CLADOCERA,Daphnia,Daphnia,NA,not_spec,16,0.000262094
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CLADOCERA,Graptoleberis,Graptoleberis,NA,not_spec,6,9.83E-05
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CYCLOPOIDS,Ectocyclops phaleratus,Ectocyclops,phaleratus,not_spec,1,0.000586587
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CYCLOPOIDS,Eucyclops agilis,Eucyclops,agilis,not_spec,6,0.003519524
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CYCLOPOIDS,Microcyclops rubellus,Microcyclops,rubellus,not_spec,16,0.009385397
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Alona,Alona,NA,not_spec,1,0.000586587
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Bosmina,Bosmina,NA,not_spec,6,0.003519524
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Camptocercus,Camptocercus,NA,not_spec,1,0.000586587
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,3,0.001759762
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Chydorus,Chydorus,NA,not_spec,2,0.001173175
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Eurycercus,Eurycercus,NA,not_spec,1,0.000586587
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Picripleuroxus,Picripleuroxus,NA,not_spec,10,0.005865873
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CLADOCERA,Simocephalus,Simocephalus,NA,not_spec,3,0.001759762
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CLADOCERA,Alona,Alona,NA,not_spec,1,5.22E-05
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CLADOCERA,Bosmina,Bosmina,NA,not_spec,5,0.000261239
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CLADOCERA,Eurycercus,Eurycercus,NA,not_spec,1,5.22E-05
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CLADOCERA,Graptoleberis,Graptoleberis,NA,not_spec,3,0.000156744
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CLADOCERA,Picripleuroxus,Picripleuroxus,NA,not_spec,2,0.000104496
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CLADOCERA,Simocephalus,Simocephalus,NA,not_spec,1,5.22E-05
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CYCLOPOIDS,Eucyclops,Eucyclops,NA,not_spec,2,0.000714429
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CYCLOPOIDS,Mesocyclops edax,Mesocyclops,edax,not_spec,3,0.001071643
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CYCLOPOIDS,Microcyclops rubellus,Microcyclops,rubellus,not_spec,20,0.007144289
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CALANOIDS,Diaptomus,Diaptomus,NA,not_spec,1,0.000357214
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Alona,Alona,NA,not_spec,3,0.001071643
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Bosmina,Bosmina,NA,not_spec,1,0.000357214
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Camptocercus,Camptocercus,NA,not_spec,1,0.000357214
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,10,0.003572144
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Chydorus,Chydorus,NA,not_spec,3,0.001071643
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Eurycercus,Eurycercus,NA,not_spec,4,0.001428858
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CLADOCERA,Picripleuroxus,Picripleuroxus,NA,not_spec,1,0.000357214
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,HARPACTICOIDS,HARPACTICOIDS,HARPACTICOIDS,NA,not_spec,1,0.000357214
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CYCLOPOIDS,Limnoithona tetraspina,Limnoithona,tetraspina,not_spec,3,0.000104986
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CLADOCERA,Bosmina,Bosmina,NA,not_spec,20,0.000699909
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,2,7.00E-05
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CLADOCERA,Chydorus,Chydorus,NA,not_spec,2,7.00E-05
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CLADOCERA,Daphnia,Daphnia,NA,not_spec,5,0.000174977
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CLADOCERA,Graptoleberis,Graptoleberis,NA,not_spec,1,3.50E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CYCLOPOIDS,Diacyclops thomasi,Diacyclops,thomasi,not_spec,4,4.94E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CYCLOPOIDS,Limnoithona tetraspina,Limnoithona,tetraspina,not_spec,1,1.24E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Bosmina,Bosmina,NA,not_spec,108,0.001334706
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,2,2.47E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Chydorus,Chydorus,NA,not_spec,1,1.24E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Daphnia,Daphnia,NA,not_spec,19,0.000234809
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Diaphanosoma,Diaphanosoma,NA,not_spec,1,1.24E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Graptoleberis,Graptoleberis,NA,not_spec,4,4.94E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CLADOCERA,Pleuroxus,Pleuroxus,NA,not_spec,1,1.24E-05
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Bosmina,Bosmina,NA,not_spec,30,0.001036358
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,4,0.000138181
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Daphnia,Daphnia,NA,not_spec,4,0.000138181
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Diaphanosoma,Diaphanosoma,NA,not_spec,1,3.45E-05
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Picripleuroxus,Picripleuroxus,NA,not_spec,1,3.45E-05
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,6,0.000662085
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,12,0.001324169
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,126,0.013903776
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CALANOIDS,Calanoid,Calanoid,NA,copepodid,3,0.000331042
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,1,0.000110347
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,5,0.000551737
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,7,0.000478221
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,1,6.83E-05
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,110,0.007514894
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CALANOIDS,Calanoid,Calanoid,NA,copepodid,18,0.00122971
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,4,0.000273269
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,9,0.000614855
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,9,0.00047157
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,3,0.00015719
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,43,0.002253058
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CALANOIDS,Calanoid,Calanoid,NA,copepodid,3,0.00015719
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,153,0.008016693
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,7,0.000385695
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CALANOIDS,Calanoid,Calanoid,NA,adult,1,5.51E-05
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CALANOIDS,Calanoid,Calanoid,NA,copepodid,133,0.007328201
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,42,0.002314169
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,2,7.40E-05
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,15,0.000554631
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CALANOIDS,Calanoid,Calanoid,NA,copepodid,15,0.000554631
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,2,7.40E-05
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,2,7.40E-05
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,32,0.00153224
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,CALANOIDS,Calanoid,Calanoid,NA,copepodid,68,0.003256011
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,45,0.002154713
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,2,5.66E-05
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,83,0.00234842
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CALANOIDS,Calanoid,Calanoid,NA,copepodid,102,0.00288601
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,3,8.49E-05
